Provider,Provider Country,SKU,Developer,Title,Version,Product Type Identifier,Units,Developer Proceeds,Begin Date,End Date,Customer Currency,Country Code,Currency of Proceeds,Apple Identifier,Customer Price,Promo Code,Parent Identifier,Subscription,Period
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,1,3,0,01/05/2013,01/05/2013,USD,KW,USD,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,1,1,0,01/05/2013,01/05/2013,TWD,TW,TWD,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,7,3,0,01/05/2013,01/05/2013,USD,GH,USD,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,7,2,0,01/05/2013,01/05/2013,EUR,GR,EUR,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,1,10,0,01/05/2013,01/05/2013,EUR,RO,EUR,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,7,3,0,01/05/2013,01/05/2013,USD,EG,USD,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,7,1,0,01/05/2013,01/05/2013,EUR,CY,EUR,384101264,0, , , , 
APPLE,US,com.mos.crossword,Associated Northcliffe Digital Limited,Mail on Sunday Crossword,1.2,1F,2,0,01/05/2013,01/05/2013,NZD,NZ,NZD,454136366,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,1,119,0,01/05/2013,01/05/2013,AUD,AU,AUD,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,7,7,0,01/05/2013,01/05/2013,JPY,JP,JPY,384101264,0, , , , 
APPLE,US,com.anmedia.whirrld,Associated Northcliffe Digital Limited,whirrld,1.0.1,1T,1,0,01/05/2013,01/05/2013,USD,LB,USD,540021449,0, , , , 
APPLE,US,com.anmedia.whirrld,Associated Northcliffe Digital Limited,whirrld,1.0.1,1T,1,0,01/05/2013,01/05/2013,IDR,ID,IDR,540021449,0, , , , 
APPLE,US,inspire001,Associated Northcliffe Digital Limited,YOU INSPIRE,1.3,1T,2,0,01/05/2013,01/05/2013,GBP,GB,GBP,417945164,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,1T,5,0,01/05/2013,01/05/2013,IDR,ID,IDR,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,1,0,01/05/2013,01/05/2013,USD,BH,USD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,1.9,1T,1,0,01/05/2013,01/05/2013,GBP,GB,GBP,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,1T,1,0,01/05/2013,01/05/2013,DKK,DK,DKK,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,1T,3,0,01/05/2013,01/05/2013,TWD,TW,TWD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,1T,14,0,01/05/2013,01/05/2013,AED,AE,AED,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,1,0,01/05/2013,01/05/2013,USD,UA,USD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,2,0,01/05/2013,01/05/2013,EUR,SK,EUR,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,10,0,01/05/2013,01/05/2013,EUR,GR,EUR,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,6,0,01/05/2013,01/05/2013,EUR,EE,EUR,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,39,0,01/05/2013,01/05/2013,INR,IN,INR,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,1T,1,0,01/05/2013,01/05/2013,USD,QA,USD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,78,0,01/05/2013,01/05/2013,SGD,SG,SGD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,3,0,01/05/2013,01/05/2013,EUR,BG,EUR,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,1T,1,0,01/05/2013,01/05/2013,USD,BW,USD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,4,0,01/05/2013,01/05/2013,USD,KR,USD,400442503,0, , , , 
APPLE,US,com.mos.sudoku,Associated Northcliffe Digital Limited,Mail on Sunday Sudoku,1.2,1F,1,0,01/05/2013,01/05/2013,AUD,AU,AUD,454135939,0, , , , 
APPLE,US,com.metro.phoneedition.freesubscription, ,Metro Phone Edition Subscription, ,IAC,2,0,01/05/2013,01/05/2013,AUD,AU,AUD,542378621,0, ,com.metro.phone001, , 
APPLE,US,4794K88545,Associated Northcliffe Digital Limited,Daily Mail Newspaper,1.06,1T,4,0,01/05/2013,01/05/2013,NZD,NZ,NZD,451510290,0, , , , 
APPLE,US,com.mos.codecracker,Associated Northcliffe Digital Limited,Mail on Sunday Codecracker,1.2,1F,2,0,01/05/2013,01/05/2013,GBP,GB,GBP,454136227,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,1T,1,0,01/05/2013,01/05/2013,USD,CO,USD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,1T,1,0,01/05/2013,01/05/2013,USD,GT,USD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,1,0,01/05/2013,01/05/2013,USD,VE,USD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,1935,0,01/05/2013,01/05/2013,USD,US,USD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,2,0,01/05/2013,01/05/2013,USD,AR,USD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,1T,9,0,01/05/2013,01/05/2013,MXN,MX,MXN,400442503,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,1,7,0,01/05/2013,01/05/2013,MXN,MX,MXN,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,7,1,0,01/05/2013,01/05/2013,USD,BB,USD,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,1,3,0,01/05/2013,01/05/2013,USD,AR,USD,384101264,0, , , , 
APPLE,US,com.metro.tablet001,Associated Northcliffe Digital Limited,Metro Tablet Edition,1.3.0,1T,12,0,01/05/2013,01/05/2013,USD,US,USD,463429891,0, , , , 
APPLE,US,Molmini001,Associated Northcliffe Digital Limited,MailOnline Mini,1,1T,3,0,01/05/2013,01/05/2013,CAD,CA,CAD,587463123,0, , , , 
APPLE,US,co.uk.mailonsunday.monthly, ,Mail On Sunday Subscription_200_30, ,IAY,1,31.5,01/05/2013,01/05/2013,CNY,CN,CNY,498418935,45, ,4794K88545,Renewal,1 Month
APPLE,US,com.metro.phoneedition.freesubscription, ,Metro Phone Edition Subscription, ,IAC,1,0,01/05/2013,01/05/2013,EUR,PL,EUR,542378621,0, ,com.metro.phone001, , 
APPLE,US,com.metro.phoneedition.freesubscription, ,Metro Phone Edition Subscription, ,IAC,701,0,01/05/2013,01/05/2013,GBP,GB,GBP,542378621,0, ,com.metro.phone001, , 
APPLE,US,com.metro.phoneedition.freesubscription, ,Metro Phone Edition Subscription, ,IAC,1,0,01/05/2013,01/05/2013,AED,AE,AED,542378621,0, ,com.metro.phone001, , 
APPLE,US,com.metro.tablet.freesubscription, ,Metro Subscription, ,IAC,15,0,01/05/2013,01/05/2013,EUR,IE,EUR,471269615,0, ,com.metro.tablet001, , 
APPLE,US,com.metro.tablet.freesubscription, ,Metro Subscription, ,IAC,1,0,01/05/2013,01/05/2013,SAR,SA,SAR,471269615,0, ,com.metro.tablet001, , 
APPLE,US,com.bamboozle.greatbritishfootballquiz001, ,Great British Football Quiz Pack 001, ,IA1,1,0.42,01/05/2013,01/05/2013,GBP,GB,GBP,520039254,0.69, ,BAM001, , 
APPLE,US,co.uk.mailonsunday.monthly, ,Mail On Sunday Subscription_200_30, ,IAY,2,4.9,01/05/2013,01/05/2013,USD,US,USD,498418935,6.99, ,4794K88545,Renewal,1 Month
APPLE,US,royalwedding001,Associated Northcliffe Digital Limited,Mail on Sunday Royal Wedding,1,1T,6,0,01/05/2013,01/05/2013,GBP,GB,GBP,432331167,0, , , , 
APPLE,US,Molmini001,Associated Northcliffe Digital Limited,MailOnline Mini,1,1T,6,0,01/05/2013,01/05/2013,AUD,AU,AUD,587463123,0, , , , 
APPLE,US,4794K88545,Associated Northcliffe Digital Limited,Daily Mail Newspaper,1.06,1T,1,0,01/05/2013,01/05/2013,AED,AE,AED,451510290,0, , , , 
APPLE,US,4794K88545,Associated Northcliffe Digital Limited,Daily Mail Newspaper,1.06,7T,2,0,01/05/2013,01/05/2013,INR,IN,INR,451510290,0, , , , 
APPLE,US,4794K88545,Associated Northcliffe Digital Limited,Daily Mail Newspaper,1.06,7T,27,0,01/05/2013,01/05/2013,EUR,IE,EUR,451510290,0, , , , 
APPLE,US,4794K88545,Associated Northcliffe Digital Limited,Daily Mail Newspaper,1.06,1T,1,0,01/05/2013,01/05/2013,USD,KZ,USD,451510290,0, , , , 
APPLE,US,4794K88545,Associated Northcliffe Digital Limited,Daily Mail Newspaper,1.06,7T,947,0,01/05/2013,01/05/2013,GBP,GB,GBP,451510290,0, , , , 
APPLE,US,4794K88545,Associated Northcliffe Digital Limited,Daily Mail Newspaper,1.06,7T,2,0,01/05/2013,01/05/2013,SGD,SG,SGD,451510290,0, , , , 
APPLE,US,4794K88545,Associated Northcliffe Digital Limited,Daily Mail Newspaper,1.06,1T,5,0,01/05/2013,01/05/2013,INR,IN,INR,451510290,0, , , , 
APPLE,US,4794K88545,Associated Northcliffe Digital Limited,Daily Mail Newspaper,1.06,1T,1,0,01/05/2013,01/05/2013,TWD,TW,TWD,451510290,0, , , , 
APPLE,US,com.metro.phone001,Associated Northcliffe Digital Limited,Metro Phone Edition,1.2,1,1,0,01/05/2013,01/05/2013,USD,HR,USD,465059515,0, , , , 
APPLE,US,com.metro.phone001,Associated Northcliffe Digital Limited,Metro Phone Edition,1.2,1,3,0,01/05/2013,01/05/2013,SGD,SG,SGD,465059515,0, , , , 
APPLE,US,com.metro.phone001,Associated Northcliffe Digital Limited,Metro Phone Edition,1.2,7,2,0,01/05/2013,01/05/2013,EUR,PL,EUR,465059515,0, , , , 
APPLE,US,com.mos.crossword,Associated Northcliffe Digital Limited,Mail on Sunday Crossword,1.2,1F,75,0,01/05/2013,01/05/2013,GBP,GB,GBP,454136366,0, , , , 
APPLE,US,com.mos.crossword,Associated Northcliffe Digital Limited,Mail on Sunday Crossword,1.2,1F,1,0,01/05/2013,01/05/2013,USD,MY,USD,454136366,0, , , , 
APPLE,US,2L23635VFW,Associated Northcliffe Digital Limited,Kate,1,1T,1,0,01/05/2013,01/05/2013,CHF,CH,CHF,523116092,0, , , , 
APPLE,US,2L23635VFW,Associated Northcliffe Digital Limited,Kate,1,1T,1,0,01/05/2013,01/05/2013,NOK,NO,NOK,523116092,0, , , , 
APPLE,US,com.metro.tablet001,Associated Northcliffe Digital Limited,Metro Tablet Edition,1.3.0,7T,417,0,01/05/2013,01/05/2013,GBP,GB,GBP,463429891,0, , , , 
APPLE,US,com.metro.tablet001,Associated Northcliffe Digital Limited,Metro Tablet Edition,1.3.0,7T,1,0,01/05/2013,01/05/2013,DKK,DK,DKK,463429891,0, , , , 
APPLE,US,com.metro.tablet001,Associated Northcliffe Digital Limited,Metro Tablet Edition,1.3.0,1T,1,0,01/05/2013,01/05/2013,EUR,CY,EUR,463429891,0, , , , 
APPLE,US,com.metro.tablet001,Associated Northcliffe Digital Limited,Metro Tablet Edition,1.3.0,7T,1,0,01/05/2013,01/05/2013,AED,AE,AED,463429891,0, , , , 
APPLE,US,4794K88545,Associated Northcliffe Digital Limited,Daily Mail Newspaper,1.06,1T,3,0,01/05/2013,01/05/2013,CAD,CA,CAD,451510290,0, , , , 
APPLE,US,com.metro.phone001,Associated Northcliffe Digital Limited,Metro Phone Edition,1.2,1,3,0,01/05/2013,01/05/2013,JPY,JP,JPY,465059515,0, , , , 
APPLE,US,com.mos.sudoku,Associated Northcliffe Digital Limited,Mail on Sunday Sudoku,1.2,7F,3,0,01/05/2013,01/05/2013,GBP,GB,GBP,454135939,0, , , , 
APPLE,US,com.mos.sudoku,Associated Northcliffe Digital Limited,Mail on Sunday Sudoku,1.2,1F,6,0,01/05/2013,01/05/2013,GBP,GB,GBP,454135939,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,504,0,01/05/2013,01/05/2013,AUD,AU,AUD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,1T,39,0,01/05/2013,01/05/2013,NZD,NZ,NZD,400442503,0, , , , 
APPLE,US,com.and.mailonline.subscriptions.iphone.183days, ,183 Day iPhone Subscription, ,IA9,1,4.9,01/05/2013,01/05/2013,USD,US,USD,398347335,6.99, ,placeholder, , 
APPLE,US,xw_D_10, ,MOS_Crossword_D_10, ,IA1,1,0.54,01/05/2013,01/05/2013,EUR,IE,EUR,456229459,0.89, ,com.mos.crossword, , 
APPLE,US,WorldWideFestivalSub01, ,WorldWideFestivalSub, ,IAC,1,0,01/05/2013,01/05/2013,USD,US,USD,570699896,0, ,metro.wwfestival.001, , 
APPLE,US,com.mos.codecracker,Associated Northcliffe Digital Limited,Mail on Sunday Codecracker,1.2,1F,1,0,01/05/2013,01/05/2013,NZD,NZ,NZD,454136227,0, , , , 
APPLE,US,Molmini001,Associated Northcliffe Digital Limited,MailOnline Mini,1,1T,19,0,01/05/2013,01/05/2013,EUR,IE,EUR,587463123,0, , , , 
APPLE,US,Molmini001,Associated Northcliffe Digital Limited,MailOnline Mini,1,1T,1,0,01/05/2013,01/05/2013,SEK,SE,SEK,587463123,0, , , , 
APPLE,US,uk.co.dailymail.weekly, ,Daily Mail Subscriptions_100_7, ,IAY,1,3.49,01/05/2013,01/05/2013,AUD,AU,AUD,451693186,5.49, ,4794K88545,New,7 Days
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,7,1,0,01/05/2013,01/05/2013,USD,LB,USD,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,1,10,0,01/05/2013,01/05/2013,DKK,DK,DKK,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,7,13,0,01/05/2013,01/05/2013,HKD,HK,HKD,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,1,5,0,01/05/2013,01/05/2013,USD,KE,USD,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,1,2,0,01/05/2013,01/05/2013,USD,UG,USD,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,7,2255,0,01/05/2013,01/05/2013,GBP,GB,GBP,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,7,2,0,01/05/2013,01/05/2013,USD,MU,USD,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,1,1,0,01/05/2013,01/05/2013,USD,FJ,USD,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,1,11,0,01/05/2013,01/05/2013,NOK,NO,NOK,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,1,6,0,01/05/2013,01/05/2013,USD,LB,USD,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,7,4,0,01/05/2013,01/05/2013,EUR,DE,EUR,384101264,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,7,1,0,01/05/2013,01/05/2013,USD,KZ,USD,384101264,0, , , , 
APPLE,US,com.anmedia.whirrld,Associated Northcliffe Digital Limited,whirrld,1.0.1,1T,17,0,01/05/2013,01/05/2013,USD,US,USD,540021449,0, , , , 
APPLE,US,com.anmedia.whirrld,Associated Northcliffe Digital Limited,whirrld,1.0.1,1T,1,0,01/05/2013,01/05/2013,SGD,SG,SGD,540021449,0, , , , 
APPLE,US,com.anmedia.whirrld,Associated Northcliffe Digital Limited,whirrld,1.0.1,1T,5,0,01/05/2013,01/05/2013,CNY,CN,CNY,540021449,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,31,0,01/05/2013,01/05/2013,EUR,FI,EUR,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,1T,1,0,01/05/2013,01/05/2013,EUR,LT,EUR,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,1,0,01/05/2013,01/05/2013,USD,MD,USD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,1T,23,0,01/05/2013,01/05/2013,USD,MY,USD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,4,0,01/05/2013,01/05/2013,EUR,HU,EUR,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,1T,3,0,01/05/2013,01/05/2013,EUR,PL,EUR,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,4,0,01/05/2013,01/05/2013,USD,JO,USD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,1T,1,0,01/05/2013,01/05/2013,USD,TN,USD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,1T,1,0,01/05/2013,01/05/2013,EUR,HU,EUR,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,1T,2053,0,01/05/2013,01/05/2013,GBP,GB,GBP,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,1T,2,0,01/05/2013,01/05/2013,USD,LB,USD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,1T,1,0,01/05/2013,01/05/2013,USD,JO,USD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,2,0,01/05/2013,01/05/2013,USD,VN,USD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,4,0,01/05/2013,01/05/2013,EUR,PL,EUR,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,29,0,01/05/2013,01/05/2013,USD,NG,USD,400442503,0, , , , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,3,0,01/05/2013,01/05/2013,USD,BW,USD,400442503,0, , , , 
APPLE,US,com.mos.sudoku,Associated Northcliffe Digital Limited,Mail on Sunday Sudoku,1.2,1F,1,0,01/05/2013,01/05/2013,NZD,NZ,NZD,454135939,0, , , , 
APPLE,US,uk.co.dailymail.monthly, ,Daily Mail Subscriptions_200_30, ,IAY,14,6.08,01/05/2013,01/05/2013,GBP,GB,GBP,451693187,9.99, ,4794K88545,New,1 Month
APPLE,US,uk.co.dailymail.monthly, ,Daily Mail Subscriptions_200_30, ,IAY,4,9.8,01/05/2013,01/05/2013,USD,US,USD,451693187,13.99, ,4794K88545,Renewal,1 Month
APPLE,US,uk.co.mailonline.dmkate.fullsupplement1, ,Full Supplement, ,IA1,1,0.7,01/05/2013,01/05/2013,CAD,CA,CAD,524323145,0.99, ,2L23635VFW, , 
APPLE,US,com.metro.tablet.freesubscription, ,Metro Subscription, ,IAC,4,0,01/05/2013,01/05/2013,USD,US,USD,471269615,0, ,com.metro.tablet001, , 
APPLE,US,molipad001,Associated Northcliffe Digital Limited,MailOnline for iPad,2,7T,3,0,01/05/2013,01/05/2013,USD,CO,USD,400442503,0, , , , 
APPLE,US,placeholder,Associated Northcliffe Digital Limited,MailOnline,1.5.9,1,3,0,01/05/2013,01/05/2013,USD,CL,USD,384101264,0, , , , 
APPLE,US,com.metro.tablet001,Associated Northcliffe Digital Limited,Metro Tablet Edition,1.3.0,1T,1,0,01/05/2013,01/05/2013,MXN,MX,MXN,463429891,0, , , , 
APPLE,US,co.uk.mailonsunday.monthly, ,Mail On Sunday Subscription_200_30, ,IAY,8,3.04,01/05/2013,01/05/2013,GBP,GB,GBP,498418935,4.99, ,4794K88545,New,1 Month
APPLE,US,com.metro.tablet.freesubscription, ,Metro Subscription, ,IAC,1,0,01/05/2013,01/05/2013,USD,HR,USD,471269615,0, ,com.metro.tablet001, , 
APPLE,US,com.metro.tablet.freesubscription, ,Metro Subscription, ,IAC,1,0,01/05/2013,01/05/2013,SEK,SE,SEK,471269615,0, ,com.metro.tablet001, , 
APPLE,US,co.uk.mailonsunday.weekly, ,Mail On Sunday Subscription_100_7, ,IAY,6,2.8,01/05/2013,01/05/2013,USD,US,USD,492605751,3.99, ,4794K88545,Renewal,7 Days
APPLE,US,com.metro.tablet001,Associated Northcliffe Digital Limited,Metro Tablet Edition,1.3.0,7T,1,0,01/05/2013,01/05/2013,NZD,NZ,NZD,463429891,0, , , , 
APPLE,US,com.metro.tablet001,Associated Northcliffe Digital Limited,Metro Tablet Edition,1.3.0,1T,2,0,01/05/2013,01/05/2013,JPY,JP,JPY,463429891,0, , , , 
APPLE,US,com.metro.tablet001,Associated Northcliffe Digital Limited,Metro Tablet Edition,1.3.0,1T,2,0,01/05/2013,01/05/2013,AUD,AU,AUD,463429891,0, , , , 
APPLE,US,xw_G_10, ,MOS_Crossword_G_10, ,IA1,1,0.42,01/05/2013,01/05/2013,GBP,GB,GBP,456229662,0.69, ,com.mos.crossword, , 
APPLE,US,BAM001,Associated Northcliffe Digital Limited,Bamboozle! - The Classic Teletext Quiz Game,2.6,7F,1,0,01/05/2013,01/05/2013,DKK,DK,DKK,384407005,0, , , , 
APPLE,US,4794K88545,Associated Northcliffe Digital Limited,Daily Mail Newspaper,1.06,1T,955,0,01/05/2013,01/05/2013,GBP,GB,GBP,451510290,0, , , , 
APPLE,US,4794K88545,Associated Northcliffe Digital Limited,Daily Mail Newspaper,1.06,7T,2,0,01/05/2013,01/05/2013,EUR,DE,EUR,451510290,0, , , , 
APPLE,US,4794K88545,Associated Northcliffe Digital Limited,Daily Mail Newspaper,1.06,1T,3,0,01/05/2013,01/05/2013,EUR,FR,EUR,451510290,0, , , , 
APPLE,US,4794K88545,Associated Northcliffe Digital Limited,Daily Mail Newspaper,1.06,1T,2,0,01/05/2013,01/05/2013,CHF,CH,CHF,451510290,0, , , , 
APPLE,US,4794K88545,Associated Northcliffe Digital Limited,Daily Mail Newspaper,1.06,1T,1,0,01/05/2013,01/05/2013,SAR,SA,SAR,451510290,0, , , , 
APPLE,US,4794K88545,Associated Northcliffe Digital Limited,Daily Mail Newspaper,1.06,1T,1,0,01/05/2013,01/05/2013,EUR,FI,EUR,451510290,0, , , , 
APPLE,US,com.metro.phone001,Associated Northcliffe Digital Limited,Metro Phone Edition,1.2,1,2,0,01/05/2013,01/05/2013,EUR,IT,EUR,465059515,0, , , , 
APPLE,US,com.metro.phone001,Associated Northcliffe Digital Limited,Metro Phone Edition,1.2,7,8,0,01/05/2013,01/05/2013,EUR,IE,EUR,465059515,0, , , , 
APPLE,US,com.metro.phone001,Associated Northcliffe Digital Limited,Metro Phone Edition,1.2,1,1,0,01/05/2013,01/05/2013,EUR,DE,EUR,465059515,0, , , , 
APPLE,US,com.mos.crossword,Associated Northcliffe Digital Limited,Mail on Sunday Crossword,1.2,1F,2,0,01/05/2013,01/05/2013,INR,IN,INR,454136366,0, , , , 
APPLE,US,2L23635VFW,Associated Northcliffe Digital Limited,Kate,1,1T,1,0,01/05/2013,01/05/2013,SGD,SG,SGD,523116092,0, , , , 
APPLE,US,2L23635VFW,Associated Northcliffe Digital Limited,Kate,1,1T,1,0,01/05/2013,01/05/2013,GBP,GB,GBP,523116092,0, , , , 
APPLE,US,com.metro.tablet001,Associated Northcliffe Digital Limited,Metro Tablet Edition,1.3.0,7T,2,0,01/05/2013,01/05/2013,EUR,ES,EUR,463429891,0, , , , 
APPLE,US,com.metro.tablet001,Associated Northcliffe Digital Limited,Metro Tablet Edition,1.3.0,1T,3,0,01/05/2013,01/05/2013,EUR,BE,EUR,463429891,0, , , , 
APPLE,US,com.metro.tablet001,Associated Northcliffe Digital Limited,Metro Tablet Edition,1.3.0,7T,4,0,01/05/2013,01/05/2013,EUR,BE,EUR,463429891,0, , , , 
APPLE,US,com.metro.tablet001,Associated Northcliffe Digital Limited,Metro Tablet Edition,1.3.0,1T,2744,0,01/05/2013,01/05/2013,GBP,GB,GBP,463429891,0, , , , 
APPLE,US,com.metro.tablet001,Associated Northcliffe Digital Limited,Metro Tablet Edition,1.3.0,1T,1,0,01/05/2013,01/05/2013,SEK,SE,SEK,463429891,0, , , , 
APPLE,US,com.metro.tablet001,Associated Northcliffe Digital Limited,Metro Tablet Edition,1.3.0,1T,1,0,01/05/2013,01/05/2013,INR,IN,INR,463429891,0, , , , 
APPLE,US,4794K88545,Associated Northcliffe Digital Limited,Daily Mail Newspaper,1.06,7T,3,0,01/05/2013,01/05/2013,CAD,CA,CAD,451510290,0, , , , 
APPLE,US,2L23635VFW,Associated Northcliffe Digital Limited,Kate,1,1T,2,0,01/05/2013,01/05/2013,CAD,CA,CAD,523116092,0, , , , 
APPLE,US,uk.co.dailymail.weekly, ,Daily Mail Subscriptions_100_7, ,IAY,1,23.13,01/05/2013,01/05/2013,SEK,SE,SEK,451693186,38, ,4794K88545,Renewal,7 Days
APPLE,US,Molmini001,Associated Northcliffe Digital Limited,MailOnline Mini,1,1T,2,0,01/05/2013,01/05/2013,INR,IN,INR,587463123,0, , , , 
APPLE,US,Molmini001,Associated Northcliffe Digital Limited,MailOnline Mini,1,1T,4,0,01/05/2013,01/05/2013,EUR,IT,EUR,587463123,0, , , , 
APPLE,US,Molmini001,Associated Northcliffe Digital Limited,MailOnline Mini,1,1T,2,0,01/05/2013,01/05/2013,ZAR,ZA,ZAR,587463123,0, , , , 
APPLE,US,Molmini001,Associated Northcliffe Digital Limited,MailOnline Mini,1,1T,1,0,01/05/2013,01/05/2013,HKD,HK,HKD,587463123,0, , , , 
APPLE,US,Molmini001,Associated Northcliffe Digital Limited,MailOnline Mini,1,1T,1,0,01/05/2013,01/05/2013,USD,UA,USD,587463123,0, , , , 
